symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHBTC,-0.00471100,-5.749,0.07911994,0.08195000,0.07724000,0.55710000,0.07723900,5.39890000,0.07724000,6.26580000,0.08195100,0.08196000,0.07682700,130897.71830000,10356.61932491,1662919798049,1663006198049,371846972,372244976,398005
LTCBTC,-0.00015900,-5.485,0.00280930,0.00289900,0.00274000,0.34200000,0.00273900,79.58400000,0.00274000,22.50800000,0.00289900,0.00291600,0.00272400,106667.55800000,299.66152061,1662919798038,1663006198038,83437269,83472563,35295
BNBBTC,-0.00052300,-3.836,0.01340459,0.01363300,0.01311000,0.03100000,0.01311000,18.76700000,0.01311100,6.49100000,0.01363300,0.01367900,0.01311000,52996.50900000,710.39633546,1662919797181,1663006197181,201497822,201661609,163788
NEOBTC,-0.00001200,-2.637,0.00045244,0.00045600,0.00044300,224.10000000,0.00044300,10.59000000,0.00044400,492.05000000,0.00045500,0.00046500,0.00043800,59230.98000000,26.79855354,1662919788745,1663006188745,43848128,43852137,4010
QTUMETH,0.00003800,2.025,0.00190085,0.00187300,0.00191500,12.30000000,0.00191700,400.70000000,0.00192200,37.70000000,0.00187700,0.00194900,0.00186200,6419.20000000,12.20191670,1662919790004,1663006190004,5329375,5329571,197
EOSETH,-0.00000900,-0.919,0.00098094,0.00097900,0.00097000,1663.10000000,0.00096900,661.60000000,0.00097000,299.30000000,0.00097900,0.00101000,0.00096200,218031.80000000,213.87716830,1662919797885,1663006197885,23255945,23258006,2062
SNTETH,0.00000297,17.358,0.00002242,0.00001710,0.00002008,12694.00000000,0.00002007,2574.00000000,0.00002008,3895.00000000,0.00001711,0.00002786,0.00001711,29116130.00000000,652.68188238,1662919791115,1663006191115,3657716,3668036,10321
BNTETH,0.00000700,2.465,0.00029084,0.00028500,0.00029100,605.10000000,0.00028900,1015.10000000,0.00029100,1303.80000000,0.00028400,0.00029900,0.00028300,129935.30000000,37.79022570,1662919735514,1663006135514,2138699,2139092,394
BCCBTC,0.00000000,0.000,0.00000000,0.07908100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
GASBTC,-0.00000490,-4.184,0.00011427,0.00011690,0.00011220,3.50000000,0.00011210,200.80000000,0.00011230,113.40000000,0.00011710,0.00011710,0.00011200,113259.10000000,12.94180405,1662919525515,1663005925515,18942780,18946746,3967
BNBETH,0.00340000,2.044,0.16966473,0.16640000,0.16970000,3.04600000,0.16970000,25.90700000,0.16980000,10.85100000,0.16630000,0.17260000,0.16600000,21070.19600000,3574.86920640,1662919797907,1663006197907,50262167,50288041,25875
BTCUSDT,679.58000000,3.144,21986.24719952,21618.29000000,22297.80000000,0.05627000,22296.27000000,0.00100000,22297.80000000,0.06773000,21618.22000000,22488.00000000,21456.67000000,403077.59220000,8862163582.69679580,1662919798109,1663006198109,1794754105,1801869632,7115528
ETHUSDT,-49.67000000,-2.803,1739.42227136,1771.79000000,1722.11000000,0.01070000,1722.10000000,36.61000000,1722.11000000,9.45470000,1771.78000000,1783.00000000,1693.00000000,659076.19800000,1146411817.32291500,1662919798108,1663006198108,961827470,962823346,995877
HSRBTC,0.00000000,0.000,0.00000000,0.00041400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
OAXETH,0.00000000,0.000,0.00000000,0.00017780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
DNTETH,0.00000000,0.000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
MCOETH,0.00000000,0.000,0.00000000,0.00577200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
ICNETH,0.00000000,0.000,0.00000000,0.00166300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
MCOBTC,0.00000000,0.000,0.00000000,0.00021140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
WTCBTC,-0.00000007,-0.535,0.00001312,0.00001313,0.00001301,349.00000000,0.00001300,1096.00000000,0.00001304,690.00000000,0.00001308,0.00001359,0.00001273,961484.00000000,12.61665518,1662919791158,1663006191158,19690735,19692746,2012
WTCETH,0.00000000,0.000,0.00000000,0.00023700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
LRCBTC,-0.00000110,-6.505,0.00001648,0.00001690,0.00001581,2803.00000000,0.00001580,94.00000000,0.00001581,2814.00000000,0.00001691,0.00001695,0.00001560,3567224.00000000,58.80536449,1662919788043,1663006188043,20982074,20990100,8027
LRCETH,-0.00000165,-0.800,0.00020840,0.00020628,0.00020450,255.00000000,0.00020443,1417.00000000,0.00020486,1416.00000000,0.00020615,0.00021314,0.00020332,283039.00000000,58.98591883,1662919750345,1663006150345,4583795,4584337,543
QTUMBTC,-0.00000520,-3.383,0.00015085,0.00015350,0.00014850,1.40000000,0.00014820,182.80000000,0.00014840,222.80000000,0.00015370,0.00015540,0.00014720,58194.70000000,8.77854400,1662919784702,1663006184702,23427433,23430527,3095
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
OMGBTC,-0.00000320,-3.556,0.00009038,0.00009020,0.00008680,10.10000000,0.00008670,283.00000000,0.00008700,619.80000000,0.00009000,0.00009550,0.00008660,178736.00000000,16.15478377,1662919797922,1663006197922,25711713,25717213,5501
OMGETH,0.00002400,2.184,0.00113803,0.00110000,0.00112300,156.70000000,0.00112300,28.50000000,0.00112700,103.70000000,0.00109900,0.00121100,0.00108700,20439.90000000,23.26112640,1662919750283,1663006150283,5838175,5839799,1625
ZRXBTC,-0.00000028,-1.919,0.00001451,0.00001460,0.00001431,333.00000000,0.00001425,2831.00000000,0.00001431,100.00000000,0.00001459,0.00001499,0.00001417,308225.00000000,4.47236429,1662919775124,1663006175124,24849140,24850540,1401
ZRXETH,0.00000760,4.272,0.00018262,0.00017850,0.00018550,81.00000000,0.00018450,982.00000000,0.00018540,1566.00000000,0.00017790,0.00019020,0.00017640,126230.00000000,23.05153270,1662919781129,1663006181129,5311452,5311820,369
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
KNCBTC,-0.00000647,-6.967,0.00009065,0.00009291,0.00008639,250.00000000,0.00008634,181.60000000,0.00008640,225.00000000,0.00009286,0.00009334,0.00008562,564084.80000000,51.13675612,1662919795551,1663006195551,19236547,19242163,5617
KNCETH,-0.00001480,-1.305,0.00113406,0.00113800,0.00111890,6.20000000,0.00111660,259.80000000,0.00112180,259.50000000,0.00113370,0.00115600,0.00110690,19586.00000000,22.21178483,1662919797968,1663006197968,4661453,4662034,582
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
FUNETH,0.00000011,2.434,0.00000460,0.00000454,0.00000463,14986.00000000,0.00000463,128923.00000000,0.00000465,144890.00000000,0.00000452,0.00000468,0.00000451,5847820.00000000,26.88011487,1662919791112,1663006191112,3081692,3081881,190
SNMBTC,0.00001862,104.431,0.00002687,0.00001783,0.00003645,194.00000000,0.00003628,920.00000000,0.00003645,139.00000000,0.00001783,0.00004000,0.00001681,30666399.40000000,823.97487240,1662919796444,1663006196444,10977383,11153779,176397
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
NEOETH,0.00017000,3.058,0.00571455,0.00557000,0.00573000,39.92000000,0.00573000,23.99000000,0.00574000,31.39000000,0.00556000,0.00584000,0.00553000,12138.99000000,69.36888580,1662919797834,1663006197834,10932432,10933417,986
IOTABTC,-0.00000050,-3.690,0.00001332,0.00001356,0.00001305,1789.00000000,0.00001303,16.00000000,0.00001304,107.00000000,0.00001355,0.00001358,0.00001300,604259.00000000,8.04913793,1662919786685,1663006186685,33594614,33596707,2094
IOTAETH,0.00000420,2.541,0.00016788,0.00016560,0.00016950,117.00000000,0.00016830,702.00000000,0.00016930,1743.00000000,0.00016530,0.00017140,0.00016460,45404.00000000,7.62254170,1662919793321,1663006193321,7709069,7709165,97
LINKBTC,-0.00001810,-4.939,0.00036198,0.00036640,0.00034840,22.56000000,0.00034840,238.64000000,0.00034850,32.00000000,0.00036650,0.00037580,0.00034480,920752.58000000,333.29055841,1662919798033,1663006198033,81043580,81111463,67884
LINKETH,0.00004100,0.917,0.00457283,0.00446700,0.00451100,108.36000000,0.00451100,32.00000000,0.00451300,32.00000000,0.00447000,0.00466700,0.00446600,394788.55000000,1805.30204269,1662919784110,1663006184110,17600326,17612938,12613
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
XVGETH,0.00000014,7.071,0.00000222,0.00000198,0.00000212,147611.00000000,0.00000212,50022.00000000,0.00000213,217351.00000000,0.00000198,0.00000249,0.00000197,144135519.00000000,320.21668088,1662919776526,1663006176526,10833705,10838992,5288
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
MTLBTC,-0.00000117,-2.021,0.00005751,0.00005759,0.00005671,395.10000000,0.00005662,395.70000000,0.00005674,447.70000000,0.00005788,0.00005901,0.00005609,152275.50000000,8.75706427,1662919782104,1663006182104,19745292,19748192,2901
MTLETH,0.00002710,3.830,0.00072712,0.00070350,0.00073460,156.50000000,0.00073350,395.70000000,0.00073760,395.20000000,0.00070750,0.00074310,0.00070390,19712.60000000,14.33342197,1662919797905,1663006197905,3031775,3031962,188
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
EOSBTC,-0.00000530,-6.600,0.00007746,0.00008020,0.00007500,5.00000000,0.00007490,358.00000000,0.00007500,11090.80000000,0.00008030,0.00008050,0.00007400,2509883.70000000,194.42706380,1662919797983,1663006197983,72940757,72956026,15270
SNTBTC,0.00000016,11.429,0.00000177,0.00000140,0.00000156,13897.00000000,0.00000155,505406.00000000,0.00000156,19145.00000000,0.00000140,0.00000225,0.00000139,186630277.00000000,329.74276056,1662919780952,1663006180952,11683199,11726634,43436
ETCETH,0.00013000,0.591,0.02218367,0.02200000,0.02211000,0.40000000,0.02210000,47.26000000,0.02212000,43.25000000,0.02198000,0.02311000,0.02156000,42617.95000000,945.42240220,1662919793965,1663006193965,8271791,8277155,5365
ETCBTC,-0.00009300,-5.164,0.00174877,0.00180200,0.00170800,3.71000000,0.00170700,360.10000000,0.00170800,139.65000000,0.00180100,0.00182600,0.00168500,463922.89000000,811.29638752,1662919798080,1663006198080,41171341,41204743,33403
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
DNTBTC,-0.00000002,-0.889,0.00000225,0.00000225,0.00000223,1000.00000000,0.00000221,102816.00000000,0.00000223,19269.00000000,0.00000225,0.00000232,0.00000221,2866385.00000000,6.46082587,1662919781903,1663006181903,14921630,14924036,2407
ZECBTC,-0.00016400,-5.439,0.00293124,0.00301600,0.00285100,0.51200000,0.00285100,9.34700000,0.00285200,7.50000000,0.00301500,0.00301500,0.00283900,29105.28500000,85.31470086,1662919793338,1663006193338,26117073,26134982,17910
ZECETH,0.00032000,0.869,0.03695379,0.03700000,0.03714000,0.18300000,0.03682000,8.76400000,0.03698000,11.58800000,0.03682000,0.03773000,0.03631000,908.52600000,33.57347472,1662919793911,1663006193911,3501163,3501457,295
BNTBTC,-0.00000099,-4.243,0.00002312,0.00002337,0.00002234,245.50000000,0.00002236,4.50000000,0.00002240,20.70000000,0.00002333,0.00002355,0.00002224,298554.30000000,6.90366394,1662919740336,1663006140336,7681734,7683253,1520
ASTBTC,0.00000076,14.313,0.00000573,0.00000531,0.00000607,30.00000000,0.00000607,7778.00000000,0.00000609,4881.00000000,0.00000531,0.00000618,0.00000510,16950732.00000000,97.09491635,1662919791633,1663006191633,15116323,15140960,24638
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
DASHBTC,-0.00011000,-4.893,0.00220053,0.00224800,0.00213800,0.19500000,0.00213700,15.50000000,0.00213800,0.35000000,0.00224800,0.00225100,0.00212600,19007.16600000,41.82585336,1662919784842,1663006184842,26453037,26459273,6237
DASHETH,0.00024000,0.875,0.02791159,0.02745000,0.02768000,10.37800000,0.02765000,0.18600000,0.02769000,10.48700000,0.02744000,0.02847000,0.02718000,1656.16000000,46.22605423,1662919793326,1663006193326,3791782,3792314,533
OAXBTC,0.00000166,37.472,0.00000526,0.00000444,0.00000609,37.00000000,0.00000608,2781.00000000,0.00000610,6664.00000000,0.00000443,0.00000615,0.00000418,32672801.00000000,171.80031077,1662919794442,1663006194442,9668771,9703502,34732
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
BTGBTC,-0.00005200,-4.333,0.00117347,0.00120300,0.00114800,5.20000000,0.00114800,36.21000000,0.00115400,0.21000000,0.00120000,0.00120000,0.00114000,2554.25000000,2.99734354,1662919792601,1663006192601,15221025,15222157,1133
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
REQBTC,-0.00000005,-0.873,0.00000573,0.00000574,0.00000568,1559.00000000,0.00000566,7797.00000000,0.00000568,2422.00000000,0.00000573,0.00000587,0.00000562,3060076.00000000,17.53947663,1662919797705,1663006197705,13073596,13077263,3668
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
VIBBTC,0.00000030,20.408,0.00000175,0.00000148,0.00000177,346.00000000,0.00000177,56974.00000000,0.00000178,80879.00000000,0.00000147,0.00000217,0.00000142,176710131.00000000,308.58407030,1662919771576,1663006171576,9229730,9278569,48840
VIBETH,0.00000500,27.488,0.00002204,0.00001789,0.00002319,407.00000000,0.00002286,2029.00000000,0.00002310,1762.00000000,0.00001819,0.00002727,0.00001762,30776671.00000000,678.36154617,1662919793434,1663006193434,2300222,2305946,5725
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
TRXBTC,-0.00000012,-4.027,0.00000291,0.00000298,0.00000286,63740.00000000,0.00000285,37209.00000000,0.00000286,1241537.00000000,0.00000298,0.00000298,0.00000284,40650618.00000000,118.18889839,1662919793195,1663006193195,67510388,67520454,10067
TRXETH,0.00000062,1.708,0.00003674,0.00003627,0.00003691,475.00000000,0.00003689,64517.00000000,0.00003691,30025.00000000,0.00003629,0.00003739,0.00003619,32744423.00000000,1203.13297782,1662919797975,1663006197975,33991268,34001253,9986
POWRBTC,0.00000021,1.976,0.00001138,0.00001064,0.00001084,909.00000000,0.00001083,1898.00000000,0.00001086,2869.00000000,0.00001063,0.00001275,0.00001048,7107164.00000000,80.85164377,1662919795652,1663006195652,16134828,16147014,12187
POWRETH,0.00001080,8.327,0.00014431,0.00012940,0.00014050,110.00000000,0.00013980,1573.00000000,0.00014080,110.00000000,0.00012970,0.00016280,0.00012940,420092.00000000,60.62520330,1662919617368,1663006017368,3032092,3033062,971
ARKBTC,0.00000250,12.273,0.00002235,0.00002039,0.00002287,104.80000000,0.00002287,10000.00000000,0.00002293,10.80000000,0.00002037,0.00002505,0.00001971,12673351.60000000,283.26275336,1662919750889,1663006150889,12512611,12554941,42331
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
XRPBTC,-0.00000064,-3.883,0.00001608,0.00001647,0.00001584,15392.00000000,0.00001583,21167.00000000,0.00001584,92672.00000000,0.00001648,0.00001664,0.00001577,29657726.00000000,477.02528266,1662919798001,1663006198001,142567961,142599970,32010
XRPETH,0.00000410,2.040,0.00020317,0.00020100,0.00020510,25.00000000,0.00020490,21016.00000000,0.00020520,54275.00000000,0.00020100,0.00020710,0.00020010,4493735.00000000,912.98257800,1662919798049,1663006198049,26696081,26700853,4773
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
ENJBTC,-0.00000135,-5.294,0.00002501,0.00002549,0.00002415,24.50000000,0.00002415,1122.70000000,0.00002416,1438.00000000,0.00002550,0.00002556,0.00002404,2836992.40000000,70.96331939,1662919793186,1663006193186,39230355,39239405,9051
ENJETH,0.00000330,1.062,0.00031572,0.00031140,0.00031400,127.30000000,0.00031270,16.40000000,0.00031320,1336.50000000,0.00031070,0.00032500,0.00030530,242866.10000000,76.67845833,1662919745710,1663006145710,7675317,7676239,923
STORJBTC,-0.00000080,-3.079,0.00002558,0.00002590,0.00002518,304.00000000,0.00002514,358.00000000,0.00002522,2600.00000000,0.00002598,0.00002643,0.00002460,482089.00000000,12.33310921,1662919775346,1663006175346,13025848,13028955,3108
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
BNBUSDT,-2.40000000,-0.814,295.07071336,294.80000000,292.30000000,16.83100000,292.20000000,110.96100000,292.30000000,144.65100000,294.70000000,300.00000000,289.70000000,415875.03700000,122712543.83760000,1662919798067,1663006198067,584612859,584832872,220014
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
KMDBTC,-0.00000041,-3.203,0.00001264,0.00001283,0.00001239,1096.00000000,0.00001235,100.00000000,0.00001239,1039.00000000,0.00001280,0.00001298,0.00001234,779269.00000000,9.84910467,1662919782410,1663006182410,13116182,13117873,1692
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
NULSBTC,-0.00000054,-5.325,0.00001022,0.00001013,0.00000960,23753.00000000,0.00000960,7681.00000000,0.00000961,155.00000000,0.00001014,0.00001087,0.00000955,1729541.00000000,17.67719543,1662919796840,1663006196840,13986031,13991380,5350
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1661527756652,1661614156652,-1,-1,0
XMRBTC,-0.00001700,-0.235,0.00726301,0.00724200,0.00722900,0.55300000,0.00722800,5.00000000,0.00722900,3.15000000,0.00724600,0.00739000,0.00715500,35203.36300000,255.68251504,1662919797848,1663006197848,44136943,44152133,15191
XMRETH,0.00526000,5.952,0.09176405,0.08824000,0.09363000,2.00000000,0.09351000,17.52000000,0.09362000,3.76000000,0.08837000,0.09431000,0.08783000,5640.25800000,517.57291193,1662919798074,1663006198074,5192170,5193803,1634
